"","Property_type","City","Country","Detail_clean","Bed_count","Final_price","Discount","Start_date","End_date","Duration_days","Nb_reviews","Rating","Location_full"
"167","Room","New York","US","Lovely Private Room-Manhattan, 70s-Upper East Side",1,89,TRUE,2023-07-09,2023-07-14,5,30,4.93,"New York, New York, US"
"168","Cottage","Islamorada","US","1 BD PRIVATE HOUSEBOAT COTTAGE TARPON",1,229,FALSE,2023-08-06,2023-08-11,5,74,4.85,"Islamorada, Florida, US"
"169","Apartment","Gordonville","US","What a wonderful world - Modern Farmhouse",1,165,FALSE,2023-06-04,2023-06-09,5,478,4.87,"Gordonville, Pennsylvania, US"
"170","Cottage","Quintana Roo","Mexico","Glass Roof House 2 at Glass 20.87",2,221,FALSE,2023-06-10,2023-06-15,5,68,4.93,"Quintana Roo, Mexico"
"171","Cabin","Georgetown","US","Modern Cabin On Pond, AC Porch",1,231,FALSE,2023-06-02,2023-06-07,5,NA,NA,"Georgetown, Maine, US"
"172","Apartment","Marina del Rey","US","Romantic Ocean Penthouse w panoramic marina views",1,247,FALSE,2023-06-01,2023-06-08,7,111,4.77,"Marina del Rey, California, US"
"173","Hotel","Tepoztlán","Mexico","Posada Sarita",3,50,FALSE,2023-06-03,2023-06-10,7,176,4.56,"Tepoztlán, Mexico"
"174","Cottage","Oceanside","US","Beach Bungalow on the Sand, Steps to the Ocean",2,483,FALSE,2023-06-03,2023-06-08,5,213,4.93,"Oceanside, California, US"
"175","Apartment","Los Angeles","US","Historic Venice Apt 12 blocks to beachparking",2,185,FALSE,2023-11-16,2023-11-21,5,431,4.94,"Los Angeles, California, US"
"176","Home","Cape Coral","US","Amazing Modern Home with Pool and Hot Tub!",2,167,FALSE,2023-07-11,2023-07-16,5,136,4.84,"Cape Coral, Florida, US"
"177","Condo","Malibu","US","Malibu, Carbon Beach - Suite Three",3,649,FALSE,2023-06-04,2023-06-09,5,425,4.8,"Malibu, California, US"
"178","Farm stay","Saint Marys","Canada","Cozy Farm Stay Getaway",2,99,FALSE,2023-06-11,2023-06-16,5,183,4.86,"Saint Marys, Canada"
"179","Tiny home","Mill Village","Canada","UpStream Waterfront Cabin With Wood Stove WiFi",1,97,FALSE,2023-06-25,2023-06-30,5,101,4.87,"Mill Village, Canada"
"180","Place to stay","Tepoztlán","Mexico","M6. Alojamiento ideal para explorar Tepoztlán",1,40,FALSE,2023-06-25,2023-07-01,6,28,4.86,"Tepoztlán, Mexico"
"181","Cabin","Mineral Bluff","US","Scenic Solitude-Amazing Mountain views on 5 acres",2,175,TRUE,2023-06-04,2023-06-09,5,44,5,"Mineral Bluff, Georgia, US"
"182","Room","New York","US","Lovely Private Room-Manhattan, 70s-Upper East Side",1,114,FALSE,2023-07-09,2023-07-14,5,30,4.93,"New York, New York, US"
"183","Cottage","Islamorada","US","1 BD PRIVATE HOUSEBOAT COTTAGE TARPON",1,191,TRUE,2023-08-06,2023-08-11,5,74,4.85,"Islamorada, Florida, US"
"184","Apartment","Gordonville","US","What a wonderful world - Modern Farmhouse",1,41,TRUE,2023-06-04,2023-06-09,5,478,4.87,"Gordonville, Pennsylvania, US"
"185","Cottage","Quintana Roo","Mexico","Glass Roof House 2 at Glass 20.87",1,138,TRUE,2023-06-10,2023-06-15,5,68,4.93,"Quintana Roo, Mexico"
"186","Condo","Luquillo","Puerto Rico","Playa Luna- Breathtaking Ocean and City Views",1,89,TRUE,2023-07-02,2023-07-07,5,159,4.88,"Luquillo, Puerto Rico"
"187","Room","Malibu","US","Peace, Beauty Ocean View, Malibu",1,165,TRUE,2023-09-12,2023-09-17,5,1014,4.95,"Malibu, California, US"
"188","Treehouse","Sundridge","Canada","Lount Treetop Rentals - Unit 2",1,48,TRUE,2023-06-01,2023-06-06,5,173,4.97,"Sundridge, Canada"
"189","Apartment","Marina del Rey","US","Romantic Ocean Penthouse w panoramic marina views",2,247,FALSE,2023-06-01,2023-06-08,7,111,4.77,"Marina del Rey, California, US"
"190","Hotel","Tepoztlán","Mexico","Posada Sarita",3,50,FALSE,2023-06-03,2023-06-10,7,176,4.56,"Tepoztlán, Mexico"
"191","Home","Cape Coral","US","Amazing Modern Home with Pool and Hot Tub!",1,167,FALSE,2023-07-11,2023-07-16,5,136,4.84,"Cape Coral, Florida, US"
"192","Farm stay","Saint Marys","Canada","Cozy Farm Stay Getaway",2,99,FALSE,2023-06-11,2023-06-16,5,183,4.86,"Saint Marys, Canada"
"193","Apartment","Galveston","US","Beach Front Condo In Casa Del Mar",2,205,FALSE,2023-06-18,2023-06-24,6,389,4.72,"Galveston, Texas, US"
"194","Apartment","Laguna Beach","US","Laguna Beach Studio Oceanviews 49",2,148,FALSE,2023-06-01,2023-06-06,5,273,4.36,"Laguna Beach, California, US"
"195","Apartment","Punta Cana","Dominican Republic","Charming Beach Condo in Bavaro Top Location",1,57,FALSE,2023-06-03,2023-06-08,5,200,4.76,"Punta Cana, Dominican Republic"
"196","Cabin","Woodford","US","400 Airbnb Visits Incredible Mountain Cabin",2,137,FALSE,2023-06-04,2023-06-09,5,325,4.85,"Woodford, Vermont, US"
"197","Cabin","Bowen Island","Canada","the legendary wildwood cabins CABIN 2",2,126,FALSE,2023-09-24,2023-09-29,5,742,4.99,"Bowen Island, Canada"
"198","Hotel room","Laguna Beach","US","Oceanfront Laguna Beach Amazing Views 28",2,276,FALSE,2023-06-04,2023-06-09,5,390,4.63,"Laguna Beach, California, US"
"199","Place to stay","Hopatcong","US","Lake Sports Home Super water sports!",3,233,FALSE,2023-08-20,2023-08-25,5,18,5,"Hopatcong, New Jersey, US"
"200","Guesthouse","Naples","US","Waterfront Sea Cottage",1,82,FALSE,2023-06-13,2023-06-18,5,276,4.8,"Naples, Florida, US"
"201","Cabin","Reaboro","Canada","Cedar Springs Cabin - A Cozy Hideaway in the Woods",2,346,FALSE,2023-06-16,2023-06-21,5,76,4.97,"Reaboro, Canada"
"202","Apartment","San José del Cabo","Mexico","Beachfront at its finest San Jose del Cabo! ‍️",1,78,FALSE,2023-06-22,2023-06-29,7,186,4.75,"San José del Cabo, Mexico"
"203","Cabin","Puerto Viejo de Talamanca","Costa Rica","Tiny Beach front house",2,89,FALSE,2023-07-24,2023-07-29,5,140,4.73,"Puerto Viejo de Talamanca, Costa Rica"
"204","Tiny home","Tremont","US","Coyote's Den at The Howling Woods",2,123,FALSE,2023-06-28,2023-07-03,5,303,4.87,"Tremont, Maine, US"
"205","Home","Manzanita","US","Near Ocean, BBQ, Dog OK, Cute Manzanita Beach",2,147,FALSE,2023-06-01,2023-06-06,5,NA,NA,"Manzanita, Oregon, US"
"206","Home","Hamilton","Canada","Stunning house on lake Ontario",2,210,FALSE,2023-06-25,2023-06-30,5,192,4.9,"Hamilton, Canada"
"207","Tiny home","Key Largo","US","Oceanfront Lookout Point wtwo Kayaks,Beach Dock",1,254,FALSE,2023-08-12,2023-08-17,5,90,4.86,"Key Largo, Florida, US"
"208","Hotel","Willemstad","Curaçao","Saint Tropez Boutique Hotel",1,125,FALSE,2023-06-22,2023-06-27,5,74,4.78,"Willemstad, Curaçao"
"209","Cabin","Bowen Island","Canada","the legendary wildwood cabins CABIN 4",1,173,FALSE,2023-07-08,2023-07-13,5,678,4.98,"Bowen Island, Canada"
"210","Room","Key West","US","1-Private roombbqpatio. 2 full bed 1 couch bed.",2,258,FALSE,2023-07-29,2023-08-03,5,40,4.83,"Key West, Florida, US"
"211","Condo","East End","U.S. Virgin Islands","Beautiful corner unit condo right on the beach!",2,298,FALSE,2023-06-03,2023-06-08,5,73,4.97,"East End, U.S. Virgin Islands"
"212","Boat","Stuart","US","House Boat Sunset Bay Marina Stuart Fl",2,127,FALSE,2023-09-10,2023-09-15,5,279,4.92,"Stuart, Florida, US"
"213","Apartment","Guanacaste Province","Costa Rica","Surf Shack Guiones - perfect beach location",2,130,FALSE,2023-06-17,2023-06-24,7,278,4.82,"Guanacaste Province, Costa Rica"
"214","Hut","Balderson","Canada","Glamping Cabin at Balderson Blueberries",1,80,FALSE,2023-06-11,2023-06-16,5,76,4.89,"Balderson, Canada"
"215","Tiny home","Aptos","US","Bamboo Cottage in Aptos Mountain Retreat Spa",1,130,FALSE,2023-07-16,2023-07-21,5,257,4.78,"Aptos, California, US"
"216","Guesthouse","Naalehu","US","The Ohana",1,99,FALSE,2023-06-23,2023-06-28,5,182,4.86,"Naalehu, Hawaii, US"
"217","Condo","Honolulu","US","23FL Skyline King Studio wOcean City Views.",2,174,TRUE,2023-06-12,2023-06-18,6,41,4.95,"Honolulu, Hawaii, US"
"218","Boutique hotel","Miami Beach","US","Room 2 Queen beds- Buffet Breakfast-Steps to beach",2,139,FALSE,2023-06-05,2023-06-10,5,156,4.38,"Miami Beach, Florida, US"
"219","Condo","Miami","US","Luxury Condo in Hotel, amenities DowntownBrickell",2,61,TRUE,2023-06-11,2023-06-16,5,72,4.94,"Miami, Florida, US"
"220","Guesthouse","Naalehu","US","The Ohana",1,97,TRUE,2023-06-23,2023-06-28,5,182,4.86,"Naalehu, Hawaii, US"
"221","Tiny home","Sackville","Canada","Enchanting Tiny Home 1 KM from downtown Sackville",1,192,FALSE,2023-06-03,2023-06-08,5,64,4.86,"Sackville, Canada"
"222","Apartment","Carolina","Puerto Rico","Isla Verde Beach Studio 105",2,126,FALSE,2023-07-23,2023-07-28,5,433,4.67,"Carolina, Puerto Rico"
"223","Condo","Atlantic City","US","Beachfront Condo Now Available! Sleeps 4 Parking",2,133,FALSE,2023-06-04,2023-06-09,5,88,4.51,"Atlantic City, New Jersey, US"
"224","Bungalow","Puerto Viejo de Talamanca","Costa Rica","CASA BADAWI in 400m Tropical Garden. Optical Fiber",2,72,FALSE,2023-06-06,2023-06-11,5,108,4.96,"Puerto Viejo de Talamanca, Costa Rica"
"225","Apartment","Santa Teresa Beach","Costa Rica","Beachside Apartment with Pool",2,117,FALSE,2023-06-10,2023-06-15,5,270,4.84,"Santa Teresa Beach, Costa Rica"
"226","Condo","Miami Beach","US","Oceanfront 16th Floor Brand New Beachfront Flat",1,302,FALSE,2023-06-07,2023-06-12,5,683,4.83,"Miami Beach, Florida, US"
"227","Chalet","Matapalo","Costa Rica","House1 private swming pool, BBQ ranch, wifi 200mb",4,43,FALSE,2023-06-26,2023-07-01,5,108,4.83,"Matapalo, Costa Rica"
"228","Room","Panama City Beach","US","LOVELY ROOM, WALK TO BEACH, GORGEOUS DECK",2,146,FALSE,2023-06-17,2023-06-22,5,256,4.88,"Panama City Beach, Florida, US"
"229","Apartment","Yachats","US","Beachfront Escape Unit 1 at Beachcomber Cottages",2,212,FALSE,2023-06-20,2023-06-25,5,151,4.54,"Yachats, Oregon, US"
"230","Condo","San Juan","Puerto Rico","CDM-Beach living Condado with pool and parking!",2,144,FALSE,2023-07-09,2023-07-14,5,141,4.84,"San Juan, Puerto Rico"
"231","Condo","Luquillo","Puerto Rico","AHHH-MAZING VIEWS! Beach Front Apt.",2,121,FALSE,2023-09-06,2023-09-12,6,490,4.88,"Luquillo, Puerto Rico"
"232","Home","Avalon","US","Tropical Island Escape w Deck, Walk to Avalon Bay",1,336,FALSE,2023-06-19,2023-06-24,5,80,4.34,"Avalon, California, US"
"233","Cabin","Sorrento","Canada","The Thimbleberry MicroCabin near lake, hot tub use",1,108,FALSE,2023-06-04,2023-06-09,5,146,4.97,"Sorrento, Canada"
"234","Room","Miami","US","Private roombathroom in modern house with Pool",1,128,FALSE,2023-07-08,2023-07-14,6,181,4.83,"Miami, Florida, US"
"235","Apartment","Miami Beach","US","Modern 11, Half a Block from The Ocean",2,92,TRUE,2023-06-12,2023-06-17,5,308,4.75,"Miami Beach, Florida, US"
"236","Room","Kailua-Kona","US","Satori Suite The Bamboo House",2,159,TRUE,2023-06-09,2023-06-14,5,292,4.91,"Kailua-Kona, Hawaii, US"
"237","Apartment","Cancún","Mexico","Cancun Suites Standard Room",3,140,FALSE,2023-07-02,2023-07-08,6,192,4.47,"Cancún, Mexico"
"238","Room","Galveston","US","Tropicana Suite-Grand Manor Luxury Mansion Loft",1,46,TRUE,2023-08-06,2023-08-12,6,494,4.86,"Galveston, Texas, US"
"239","Room","Kissimmee","US","DisneyUniversal Home Away from Home!",1,48,TRUE,2023-08-20,2023-08-25,5,221,4.95,"Kissimmee, Florida, US"
"240","Villa","Morongo Valley","US","Pink Galaxy Private Observatory Hot Tub Pool",1,192,TRUE,2023-06-07,2023-06-12,5,9,5,"Morongo Valley, California, US"
"241","Room","La Habana","Cuba","Camera argento in tipica casa coloniale",3,42,FALSE,2023-06-19,2023-06-24,5,168,4.81,"La Habana, Cuba"
"242","Room","Kihei","US","GARDEN ROOM, private bathroom, separate entrance",2,184,FALSE,2023-06-24,2023-06-29,5,284,4.96,"Kihei, Hawaii, US"
"243","Treehouse","Zona Hotelera","Mexico","Tree House - Beach Area, KS bed, 3 PPL",1,157,FALSE,2023-07-10,2023-07-15,5,165,4.75,"Zona Hotelera, Mexico"
"244","Apartment","Playa del Carmen","Mexico","It Hotel Residences - Studio Rental in PDC",1,75,FALSE,2023-06-03,2023-06-08,5,253,4.79,"Playa del Carmen, Mexico"
"245","Hotel","Isla Mujeres","Mexico","Cozy Neat hotel room 2pax ocean view WiFi,Pool",1,115,FALSE,2023-08-05,2023-08-10,5,92,4.52,"Isla Mujeres, Mexico"
"246","Hostel","Tulum","Mexico","Meteora Stay Coffehouse Tulum - Deluxe Queen",1,59,FALSE,2023-06-01,2023-06-06,5,105,4.74,"Tulum, Mexico"
"247","Home","Oceanside","US","Movie Theater Kid Friendly Book the Dome!",1,200,FALSE,2023-06-04,2023-06-09,5,64,4.97,"Oceanside, Oregon, US"
"248","Room","Wilmington","US","My Adirondack Home - Very Scenic",1,107,FALSE,2023-06-05,2023-06-10,5,520,4.96,"Wilmington, New York, US"
"249","Condo","Miami Beach","US","New 16th Floor Beachfront 180º Oceanview Apartment",1,302,FALSE,2023-06-01,2023-06-06,5,659,4.87,"Miami Beach, Florida, US"
"250","Room","Cancún","Mexico","Camilo's Luxury Shared Townhouse",1,81,FALSE,2023-07-13,2023-07-18,5,301,4.87,"Cancún, Mexico"
"251","Room","Cancún","Mexico","Surf, family friends! Tropical Room in downtown",1,51,FALSE,2023-06-03,2023-06-08,5,86,4.95,"Cancún, Mexico"
"252","Apartment","Cancún","Mexico","1208 Beach property part ocean pool view",1,79,FALSE,2023-06-02,2023-06-07,5,148,4.64,"Cancún, Mexico"
"253","Treehouse","Sandane","Norway","Amazing panoramic tree house Norway",1,185,TRUE,2023-06-04,2023-06-09,5,410,4.86,"Sandane , Norway"
"254","Home","Jurków","Poland","Beachfront Cottage on the Lake",4,141,FALSE,2023-06-11,2023-06-16,5,25,4.72,"Jurków, Poland"
"255","Farm stay","Şarköy","Turkey","Off-Grid vineyard and olive orchard home.",3,136,TRUE,2023-06-07,2023-06-13,6,9,5,"Şarköy, Turkey"
"256","Cabin","Hvanneyri","Iceland","Mirror House Iceland",1,75,TRUE,2023-09-01,2023-09-06,5,NA,NA,"Hvanneyri, Iceland"
"257","Place to stay","Krabčice","Czechia","R.I.P. by ŘÍP - Rest In Pod by ŘÍP",1,78,FALSE,2023-06-01,2023-06-06,5,36,4.92,"Krabčice, Czechia"
"258","Condo","Fiumicino","Italy","LOVE Attic",2,209,FALSE,2023-06-04,2023-06-09,5,178,4.85,"Fiumicino, Italy"
"259","Cabin","Güejar Sierra","Spain","Natural show in Cabaña Alcazaba",4,111,FALSE,2023-06-11,2023-06-16,5,568,4.86,"Güejar Sierra, Spain"
"260","Cabin","Teo","Spain","MU_Moradas no Ulla 6. Cabañas de Compostela.",1,112,FALSE,2023-06-11,2023-06-16,5,89,4.96,"Teo, Spain"
"261","Place to stay","Hol","Norway","Unik Hobbit Cabin",2,221,FALSE,2023-06-01,2023-06-06,5,239,4.84,"Hol, Norway"
"262","Farm stay","Nyköping S","Sweden","Simple guesthouse on a farm. Double bed and sofa bed. Free Wi-Fi and parking. WC and living roomkitchenette in separate building",2,73,FALSE,2023-06-26,2023-07-01,5,18,4.89,"Nyköping S, Sweden"
"263","Houseboat","Jickovice","Czechia","Boat in Orlik, you want it!",4,78,FALSE,2023-06-08,2023-06-13,5,29,4.31,"Jickovice, Czechia"
"264","Cabin","Hornedo","Spain","Forest cabin",1,80,FALSE,2023-09-26,2023-10-02,6,212,4.84,"Hornedo, Spain"
"265","Home","Viana do Castelo","Portugal","Amonde Village - Casa P Comfort Quality",3,168,FALSE,2023-06-18,2023-06-25,7,51,4.98,"Viana do Castelo, Portugal"
"266","Tower","Gombola","Italy","Tower house Gombola",3,166,FALSE,2023-06-04,2023-06-09,5,45,4.87,"Gombola, Italy"
"267","Cabin","Darżkowo","Poland","hut in the mid. of nowhere priv pond3 ha",2,181,FALSE,2023-06-01,2023-06-06,5,396,4.79,"Darżkowo, Poland"
"268","Home","Kenilworth","UK","The Water Tower at Long Meadow Farm",2,246,FALSE,2023-06-04,2023-06-09,5,181,4.85,"Kenilworth, UK"
"269","Room","Dassel","Germany","Alte Wassermühle Friedrichshausen - Eulenstube",3,55,FALSE,2023-06-10,2023-06-15,5,25,4.96,"Dassel, Germany"
"270","Farm stay","Montregard","France","Vovady Farm Roulotte Bohème",3,82,FALSE,2023-06-01,2023-06-06,5,34,4.85,"Montregard, France"
"271","Room","Saint-Ouen","France","Biron aux Puces de Saint Vincent Market",2,84,TRUE,2023-10-29,2023-11-03,5,61,4.9,"Saint-Ouen, France"
"272","Cabin","Gällstad","Sweden","Cabin on the countryside close to the small city.",5,136,FALSE,2023-06-10,2023-06-15,5,51,4.71,"Gällstad, Sweden"
"273","Cabin","Trasquera","Italy","La Barona Chalet",1,167,TRUE,2023-06-04,2023-06-09,5,240,4.99,"Trasquera, Italy"
"274","Shepherd’s hut","Hessisch Lichtenau","Germany","""Lieblingsplatz"" shepherd's hut",2,55,FALSE,2023-06-02,2023-06-07,5,24,4.96,"Hessisch Lichtenau, Germany"
"275","Hut","Oxfordshire","UK","Rectory Farm Hideaway",2,178,FALSE,2023-08-28,2023-09-02,5,535,4.93,"Oxfordshire, UK"
"276","Tiny home","Draperstown","UK","The Black Shack Bancran School",3,169,FALSE,2023-08-04,2023-08-09,5,304,4.97,"Draperstown, UK"
"277","Apartment","Calpe","Spain","Apartment Caribe - PlusHolidays",2,80,FALSE,2023-06-01,2023-06-06,5,3,3.67,"Calpe, Spain"
"278","Shepherd’s hut","Saint-Nabord","France","Anty's Pond Davy Crockett's Hut",2,93,FALSE,2023-06-23,2023-06-28,5,150,4.87,"Saint-Nabord, France"
"279","Apartment","Biarritz","France","Biarritz Grande Plage 25m2 with Balcony",2,176,FALSE,2023-06-01,2023-06-06,5,316,4.91,"Biarritz, France"
"280","Trullo","Ostuni","Italy","TRULLO ISABELLA",4,158,FALSE,2023-06-25,2023-06-30,5,95,4.98,"Ostuni, Italy"
"281","Farm stay","Girvan","UK","Secluded Hand crafted log cabin",1,139,FALSE,2023-06-05,2023-06-10,5,68,5,"Girvan, UK"
"282","Cabin","Monmouth","UK","Stargazer Cabin - Monmouth Walking Distance Town",1,240,FALSE,2023-07-27,2023-08-01,5,287,4.9,"Monmouth, UK"
"283","Home","Miazzina","Italy","Baita Vrei 2""Titta"" - Hut Lago Maggiore",2,61,FALSE,2023-06-04,2023-06-09,5,63,4.84,"Miazzina, Italy"
"284","Tiny home","Poltimore","UK","Tranquil retreat with fantastic countryside views",2,115,FALSE,2023-08-02,2023-08-07,5,227,4.92,"Poltimore, UK"
"285","Villa","Pollina","Italy","Romantic and one-of-a-kind Beachouse",4,183,FALSE,2023-10-12,2023-10-17,5,48,4.88,"Pollina, Italy"
"286","Condo","Χράνοι","Greece","Ilaira Apartments",1,86,FALSE,2023-06-07,2023-06-12,5,38,4.86,"Χράνοι, Greece"
"287","Apartment","Rodos","Greece","Central 1bedroom apt by the sea",2,61,FALSE,2023-10-10,2023-10-15,5,214,4.76,"Rodos, Greece"
"288","Tiny home","Midmar","UK","Cosy Romantic Cabin with Wood Burning Stove.",2,107,FALSE,2023-06-11,2023-06-16,5,274,4.96,"Midmar, UK"
"289","Farm stay","Agello","Italy","Historic residence surrounded by olive trees",2,115,FALSE,2023-06-12,2023-06-17,5,46,4.98,"Agello, Italy"
"290","Cabin","Adainville","France","Wonderful Old Cabin on Rare Natural Site",1,133,TRUE,2023-06-11,2023-06-16,5,151,4.93,"Adainville, France"
"291","Castle","Vay","France","Stay in the castle, with family or friends",4,118,FALSE,2023-06-18,2023-06-23,5,169,4.94,"Vay, France"
"292","Room","Aljezur","Portugal","XS Village - Arrifana Suite private bathroom",2,100,FALSE,2023-06-24,2023-06-29,5,25,4.96,"Aljezur, Portugal"
"293","Barn","Rattray","UK","The Loft at the Bonnington Farm",1,135,FALSE,2023-06-15,2023-06-21,6,423,4.89,"Rattray, UK"
"294","Hotel room","Muratpaşa","Turkey","KALEİÇİ BACCHUS OTEL DENİZ MANZARALI TATİL 501",1,83,FALSE,2023-06-25,2023-06-30,5,230,4.73,"Muratpaşa, Turkey"
"295","Earthen home","Bronwydd Arms","UK","strawbale roundhouse for vegetarian",2,108,FALSE,2023-06-29,2023-07-04,5,297,4.9,"Bronwydd Arms, UK"
"296","Room","Behren-Lübchin","Germany","Wohnung Ruth Herrenhaus Viecheln Anno 1869",2,121,FALSE,2023-06-11,2023-06-16,5,34,4.97,"Behren-Lübchin, Germany"
"297","Tiny home","Les Haudères","Switzerland","Swiss Tiny Chalet",4,109,FALSE,2023-06-01,2023-06-06,5,157,4.8,"Les Haudères, Switzerland"
"298","Chalet","Étival","France","The Napoleonic period chalet in the High Jura",1,105,FALSE,2023-07-16,2023-07-21,5,190,4.98,"Étival, France"
"299","Home","Rémalard","France","Moulin de Boiscorde, ideal for couples and families",3,128,FALSE,2023-06-02,2023-06-07,5,41,4.9,"Rémalard, France"
"300","Farm stay","Montepulciano","Italy","Rural Tuscany Wine farm with pool Terrarossa",5,148,FALSE,2023-06-14,2023-06-20,6,6,4.33,"Montepulciano, Italy"
"301","Trullo","Ostuni","Italy","Magical Trullo in Ostuni Cis BR0740129000012213",1,105,FALSE,2023-07-19,2023-07-24,5,87,4.87,"Ostuni, Italy"
"302","Cabin","Nowy Targ","Poland","Gruszkówka 1 Cottage 7 km from Białka",1,96,FALSE,2023-06-18,2023-06-25,7,86,4.98,"Nowy Targ, Poland"
"303","Shepherd’s hut","Hollacombe","UK","Woodland Stargazing Cabin",1,133,FALSE,2023-06-02,2023-06-07,5,174,4.83,"Hollacombe, UK"
"304","Room","London","UK","Room available in Greater London suburb home",1,43,FALSE,2023-05-01,2023-05-06,5,94,4.98,"London, UK"
"305","Apartment","Megalochori","Greece","Casa Tua",1,142,FALSE,2023-06-04,2023-06-09,5,68,4.66,"Megalochori, Greece"
"306","Farm stay","Catsfield","UK","CABIN X GPF",1,225,FALSE,2023-06-25,2023-06-30,5,239,4.99,"Catsfield, UK"
"307","Room","La Zubia","Spain","Alhambra Trails 2",2,84,TRUE,2023-06-06,2023-06-13,7,36,4.78,"La Zubia, Spain"
"308","Chalet","Afa","France",""" La cabane du Gozzi""",2,66,TRUE,2023-06-01,2023-06-06,5,346,4.79,"Afa, France"
"309","Apartment","Ericeira","Portugal","FLH Ericeira Ocean Flat",3,157,TRUE,2023-07-16,2023-07-21,5,187,4.45,"Ericeira, Portugal"
"310","Room","Rouffignac-de-Sigoulès","France","manoir 19 ème siècle LE COUTUREAU isaline",1,135,FALSE,2023-06-01,2023-06-06,5,11,5,"Rouffignac-de-Sigoulès, France"
"311","Guesthouse","Esche","Germany","Guesthouse an der Vechte",2,50,FALSE,2023-07-22,2023-07-27,5,104,4.94,"Esche, Germany"
"312","Condo","Kremasti","Greece","L C Deluxe Apartment - luxury and comfort",1,136,FALSE,2023-06-06,2023-06-11,5,45,5,"Kremasti, Greece"
"313","Room","Torreglia","Italy","Country House",3,69,FALSE,2023-06-11,2023-06-16,5,84,4.94,"Torreglia, Italy"
"314","Cave","Mesaria","Greece","Luxury Triple cave room",4,129,FALSE,2023-06-12,2023-06-17,5,32,4.72,"Mesaria, Greece"
"315","Barn","Nutley","UK","Rural Retreat on the Ashdown Forest",1,184,FALSE,2023-06-12,2023-06-17,5,114,4.96,"Nutley, UK"
"316","Castle","Winningen","Germany","Magazine - Oskar Schwebel -",4,136,FALSE,2023-06-11,2023-06-16,5,277,4.66,"Winningen, Germany"
"317","Home","Baião","Portugal","CasasdoCasinhotoD-Rustic House pool river view",1,131,FALSE,2023-06-12,2023-06-17,5,43,4.81,"Baião, Portugal"
"318","Nature lodge","Highland Council","UK","Elegant Little Wyvis Lodge - Sleeps 2",3,159,FALSE,2023-06-02,2023-06-07,5,95,4.96,"Highland Council, UK"
"319","Cabin","Totana","Spain","Rural Aledo - El Estrecho",4,76,FALSE,2023-06-18,2023-06-25,7,24,4.78,"Totana, Spain"
"320","Treehouse","Fountana","Greece","Nasos' Treehouse",2,98,FALSE,2023-06-01,2023-06-06,5,98,4.81,"Fountana, Greece"
"321","Cabin","Filipstad N","Sweden","FredrikLars farm at Nordmarksberg Manor",2,44,FALSE,2023-06-24,2023-06-30,6,46,4.98,"Filipstad N, Sweden"
"322","Room","Borgo Valsugana","Italy","La Tana del Lupo BB, family and outdoor sports",2,73,FALSE,2023-09-18,2023-09-23,5,121,4.99,"Borgo Valsugana, Italy"
"323","Cabin","Llandissilio","UK","The Llama Lodge - a Log Cabin on a Llama Farm",2,205,FALSE,2023-06-04,2023-06-09,5,60,4.92,"Llandissilio, UK"
"324","Camper/RV","Mayen","Germany","Quaint ""Petra Lustig"" construction car",2,48,FALSE,2023-06-24,2023-06-30,6,NA,NA,"Mayen, Germany"
"325","Room","Torreglia","Italy","Country House",2,66,TRUE,2023-06-11,2023-06-16,5,84,4.94,"Torreglia, Italy"
"326","Cave","Mesaria","Greece","Luxury Triple cave room",3,157,FALSE,2023-06-12,2023-06-17,5,32,4.72,"Mesaria, Greece"
"327","Castle","Winningen","Germany","Magazine - Oskar Schwebel -",4,99,TRUE,2023-06-11,2023-06-16,5,277,4.66,"Winningen, Germany"
"328","Home","Baião","Portugal","CasasdoCasinhotoD-Rustic House pool river view",1,131,FALSE,2023-06-12,2023-06-17,5,43,4.81,"Baião, Portugal"
"329","Nature lodge","Highland Council","UK","Elegant Little Wyvis Lodge - Sleeps 2",4,159,FALSE,2023-06-02,2023-06-07,5,95,4.96,"Highland Council, UK"
"330","Cabin","Totana","Spain","Rural Aledo - El Estrecho",1,76,FALSE,2023-06-18,2023-06-25,7,24,4.78,"Totana, Spain"
"331","Treehouse","Fountana","Greece","Nasos' Treehouse",1,98,FALSE,2023-06-01,2023-06-06,5,32,4.91,"Fountana, Greece"
"332","Vacation home","Akrotiri","Greece","The North Windmill Unique House with View",4,184,FALSE,2023-06-09,2023-06-14,5,46,4.98,"Akrotiri, Greece"
"333","Room","Borgo Valsugana","Italy","La Tana del Lupo BB, family and outdoor sports",1,73,FALSE,2023-09-18,2023-09-23,5,121,4.99,"Borgo Valsugana, Italy"
"334","Cabin","Llandissilio","UK","The Llama Lodge - a Log Cabin on a Llama Farm",2,205,FALSE,2023-06-04,2023-06-09,5,111,4.95,"Llandissilio, UK"
"335","Cottage","Trefeinon","UK","Bumble Bee Cottage",4,141,FALSE,2023-06-11,2023-06-16,5,410,4.93,"Trefeinon, UK"
"336","Yurt","Cynwyd","UK","Gorgeous yurt in amazing mountainforest location",1,107,FALSE,2023-07-12,2023-07-17,5,339,4.91,"Cynwyd, UK"
"337","Apartment","Athina","Greece","Diamond Home 1, romantic gem, 20 min to Acropolis",4,112,FALSE,2023-07-05,2023-07-10,5,217,4.79,"Athina, Greece"
"338","Trullo","Alberobello","Italy","TrulLetto",3,114,FALSE,2023-06-04,2023-06-09,5,52,4.85,"Alberobello, Italy"
